Australian Listed Equity [G],Int'l Listed Equity (Hedged) [G],Int'l Listed Equity (Unhedged) [G],Australian Listed Property [G],Int'l Listed Property [G],Int'l Listed Infrastructure [G],Australian Fixed Income [D],Int'l Fixed Income (Hedged) [D],Cash [D]
0.05391361445170989,0.06072698889940371,0.05677267885133392,-0.0037378995360995786,0.04039676905725482,0.010199990472107078,-0.006657973517944797,0.0014202125869672115,0.002352730302031889
-0.0169596948825203,-0.0019921594004206856,-0.004497177771729028,0.02981502310020701,0.0005738836651111917,0.0003968867968495819,0.0029831446710728584,0.004244393209015644,0.0025192333945921993
-0.07890079864546712,-0.08025326931082494,-0.057651761052194765,-0.03728467667790377,-0.06093161438504862,-0.03964351148552224,0.012285134571459523,0.012153687670961016,0.0027645673023959567
-0.02996714967732955,-0.04617482063850525,-0.010666920835283472,-0.01353626049683704,0.002143063920407368,-0.020427032784944944,0.00990321465977221,0.007756047900504297,0.0029331918368924324
0.04126068203692862,0.052881220436113936,0.05616333772470356,0.004156904466601114,0.041293420260451526,0.0038752894554656796,0.0006183529454262496,0.006064534063626197,0.0031631481092515654
-0.014310172862322886,-0.03814084988808513,-0.019635892128046555,0.03018587174108977,0.00618044645246591,-0.009650044649151635,0.014625296659161445,0.018054253955054493,0.003025870745583867
0.04437735669444637,0.06501076635466568,0.07175548427512451,-0.012509945175018194,0.015698558959092952,0.022322689548459628,-0.009370898498916739,-0.00112115972644466,0.0027326413509282197
0.014852491013166273,0.02399390288513076,0.017626086979932128,-0.006190841526670386,0.022135952339312266,0.007221179563896795,-0.001696039556237537,-0.0023078188111007153,0.0031443432822874182
-0.013183499869310718,-0.007790932991759532,-0.016185942236443145,-0.023730504476824447,-0.012435880661447789,-0.013845839078414846,-0.0035682282149695306,-0.01007110112800585,0.002879087553087209
0.0342321212164885,0.05205590586569637,0.039168338781448604,0.0079336355120898,0.02095471310865888,0.017031036249805186,-0.0014741690992801633,-0.0018353775109884736,0.0031805132356297313
-0.002446480271895476,0.014887959556348643,-0.02669333443662241,0.016774933863469114,0.011774853801169667,-0.005114796691638047,0.00612138872375282,-0.0027152989242980935,0.0032166444941060667
0.01981866432540619,0.024731091597947234,-0.019486541497915004,0.021875084226529173,0.024716904892211962,0.0018267675898846585,0.0019054303492784044,0.0009121781180366932,0.002728395000109327
0.0031809778694196797,-0.017245104436512556,0.03741887385771265,-0.02078193592870748,-0.0297415480580348,-0.010769805077735606,0.004104105656435921,0.0006023100814270425,0.0031347436877349174
-0.0066776067528562764,0.018175808901385208,0.0025489106651859824,-0.0032079034891455676,0.01434494718198049,0.0060277512975319796,0.002370988604768699,0.007315258604087398,0.0029975145614477756
-0.023676610433030983,-0.01722593862199145,-0.02142662760498342,-0.003845536900592029,-0.0007281238983321498,-0.021572165806559063,0.009213346221498032,0.009724762003853898,0.0031151434918460373
-0.02325583431988037,-0.020351056540715614,-0.024433212296770805,-0.011418324354505243,0.002585785762394938,-0.02561458946129923,0.002986978272576592,0.0005963988976412308,0.003010610181187021
-0.041808998785836826,-0.031754118715499983,-0.015083020353846616,-0.06107411992057027,-0.018936658856862625,-0.00512004771236273,0.012525991317039077,0.008982015771538548,0.003129967387419361
-0.02328511099165381,-0.0721569055967965,-0.07879106483036619,0.023238774845226552,-0.01521046497193073,-0.034995070973747086,0.015225870856632283,0.01782011178619936,0.0031978928882314657
-0.06625386022993979,-0.06511561735557275,-0.07970255544731647,-0.04316227119527041,-0.01745070789995478,-0.04400242508227957,0.005951458792718391,0.011107831671898797,0.0028630703760042704
0.06881493367565256,0.08098594961139421,0.08508958476714829,0.0264554188780318,0.046053091213483284,0.005290743971726474,-0.006558210623266823,-0.0038080909263197415,0.0031461242099118133
-0.03788723807049138,-0.017324951353798242,-0.04402011409627498,0.01821380774510747,0.010695519674935823,-0.019871764990435182,0.013032099591265368,-0.0006350250988164947,0.002909977045358034
-0.01788953092589479,0.0013682093728141819,-0.005677942690785304,-0.02670098932893635,0.021698810814362264,-0.014171937678686065,0.004924579394327812,0.015284574246842202,0.0030023436325551686
0.04781901281163298,0.03876779830606609,0.0686627911047833,0.04419316818795265,-0.0073306868502271355,0.011365835239766319,-0.0005455113199136259,0.007243668674771002,0.0028845927241513557
