,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
416,-0.7245195,0.5009465,0.48358124,-0.40358832,-0.07389453,0.23576918,-0.3213142,-0.13148399,-0.11351474,-0.25917906
417,0.64554477,-0.33627045,-0.9652408,0.18919507,0.55815285,-0.652537,0.43156672,-0.6544,1.0465164,0.9179587
418,0.2011147,0.19551787,-0.2876846,-0.24889436,0.34464124,-0.5128286,0.47890705,0.25937995,0.009124175,-0.54860145
419,0.69685364,0.14651969,-0.6570815,0.26257005,0.7548548,-0.69758224,0.47285664,0.18828677,0.513757,-0.42436862
420,-0.27173105,-0.27893493,1.070616,0.32865763,-0.3555849,0.27648458,-0.45903683,-0.9100666,-0.58524483,0.4759187
421,0.013582647,0.13010888,-0.3844931,-0.64442635,0.55537987,-0.65008163,0.117758214,-0.35679525,0.34519452,0.22763036
422,-0.8074564,0.02404657,0.59211975,-0.5895897,-0.14397183,0.2880169,-0.27698958,0.57567436,-0.18161862,-0.5762209
423,-0.66238797,0.14126475,0.8430465,-0.63696146,-0.034274846,0.6046132,-0.30297998,0.531865,-0.024541758,-0.74901414
424,-0.7135753,0.63698614,0.35935697,-1.0791522,-0.5912094,0.15254182,-1.5155251,-0.492741,-0.2542305,0.17247139
425,-1.0037616,0.45042306,0.91516274,-0.41487485,-1.5457289,0.8578644,-0.6790942,1.7950791,-0.5016631,-1.4630433
426,-1.6178524,1.0640149,1.6158168,-1.2786736,-0.71842253,1.3726634,-1.037787,1.1733755,-0.8004179,-1.5742657
427,1.1555296,-1.6388054,-1.3223405,0.83840615,1.6829319,-0.04562722,1.2340055,-0.38427758,0.963336,1.319084
428,-0.47041386,-0.18719321,0.26685935,-0.965429,-0.063942045,0.19859412,-0.18300745,1.0675211,-0.26354784,-0.9532421
429,-0.0009050667,0.15686935,0.5821254,-0.7317561,0.64673316,0.18744633,-0.03132069,-0.052928437,0.4401335,-0.46154642
430,0.76153356,-0.51564264,-0.51494974,0.7336102,-0.25921324,-1.0334369,1.6732148,-0.586819,0.03809242,1.490915
431,0.22291495,-0.5412773,-0.963376,0.12545346,0.5987125,-0.5246272,0.5716442,-0.3865441,0.28777254,0.76169187
432,0.059575006,0.14486113,0.29174125,-0.118607275,0.39176866,0.14570308,0.54733235,-0.1721375,0.32337433,-0.8548861
433,0.39421642,-0.2834713,0.22743987,0.34349272,-0.43207887,-0.5918547,-0.26722044,1.2294459,0.2381275,-0.2997975
434,-1.1495318,1.0106621,0.96614724,-1.5682247,-1.3770206,0.56501424,-1.1902499,0.91305894,-1.1653738,-0.96221733
435,0.3585803,-1.1320918,-0.16215016,0.060201287,1.1532491,0.18979755,0.8064134,0.691073,0.22061777,-0.38216326
436,0.76629925,-0.09499146,-0.46961904,0.82858247,0.12726283,-0.7215743,0.5145174,0.48793083,0.12027704,0.37142354
437,-0.16324957,0.5210896,-0.12245317,0.098273635,-0.1893234,-0.093575686,0.78447866,-0.55975956,-0.01962284,-0.106882356
438,-0.12103747,-0.41120398,-0.40760243,0.41036063,0.4643523,-0.28439048,0.21724623,-0.36206812,0.22607079,0.519449
439,0.34694076,-0.21576269,-0.13776019,0.9744157,-0.14427808,-0.36268148,0.12580484,0.92744154,0.17127198,-0.59273976
440,-0.44229975,0.24801183,-0.09206493,-0.16657634,-0.0020645857,-0.04991786,0.24901909,-0.56974876,-0.19922934,0.17515804
441,0.55754507,-0.26289514,-0.5454863,0.61631,0.4564272,-0.51168686,0.09488171,0.0053983256,0.47400796,0.6616151
442,1.1607316,-0.29130483,-0.93552727,0.60558784,1.0694847,-0.54965556,0.6730825,0.08793068,0.94047296,0.28639436
443,0.37610966,-0.5429323,-0.26720813,0.8926938,0.50269127,-0.19470456,0.3585437,0.4049069,0.6448176,-0.91974044
444,0.39255667,0.15227887,0.10368748,-1.1593881,1.3190092,-0.07815318,-0.19953965,-0.0933336,0.8825776,-0.31519863
445,1.730017,-0.24867646,-0.8598808,0.74407357,0.91022354,-0.7559265,0.7238076,1.3112571,1.2277184,-0.00057832897
446,-0.852855,0.31669512,0.3306129,-0.92092204,-0.06194493,0.19443125,-0.8383261,-0.91278446,-1.5111417,0.3810869
447,-1.0300473,0.4771906,0.8671364,-0.5865445,-0.51818,0.71302426,-0.5531262,0.88664424,-0.41558123,-1.0046204
448,0.37981087,-0.5653304,-0.542273,0.72335917,0.86804426,0.06009817,0.5529542,-0.63196635,1.0394292,-0.32726246
449,-0.36097944,0.7022953,0.72178924,0.663856,-1.2674032,0.49542925,0.41887844,-0.2845221,-1.0998852,-0.21111348
450,0.52346,-0.48198864,-0.66249114,0.19328675,1.0551496,-0.32573,0.33811128,-0.14845219,0.5094271,0.37822115
451,0.8424781,-0.4897358,-0.8915318,0.52241284,1.1463045,-0.27446786,0.53375065,0.04068069,0.5968736,0.41558015
452,-0.44677126,0.3308537,-0.26688793,-0.79545754,0.08660975,-0.23103711,-0.0038883984,-0.6547777,-0.05033972,0.17771514
453,0.22400947,0.298688,-0.04132849,-0.3448008,0.73057663,-0.2743201,0.036192268,-0.4250231,0.7149632,-0.4650436
454,-0.34197408,0.28091812,0.36127687,-1.0616744,-0.57075346,0.10280612,-0.57116455,0.7265364,-0.16671672,-0.7342517
455,0.92853886,-0.2525646,-0.94315374,0.7819478,0.91774666,-0.605531,0.63519216,0.22879535,0.70195055,0.27864814
456,-0.15136303,-0.13743345,0.67414,-0.083892055,0.39414406,0.14561406,-0.019335687,0.1122552,0.16459987,-0.30679256
457,-0.106322855,-0.45258665,-0.30565017,0.376547,0.2850615,-0.33676526,0.23809701,0.8723054,0.03559321,-0.3905269
458,-0.0012679845,-0.24144036,-0.390445,-0.19607127,0.76900756,-0.35105866,0.062499106,-0.2826606,0.43717027,0.3173616
459,0.44766444,-0.3836215,-0.09456952,-0.6503961,0.8797199,-0.5315433,0.12062913,0.53082556,0.50984484,0.16897155
460,0.00020873547,-0.34289566,0.69278634,1.1918819,-0.7540606,-0.10555099,0.55319685,0.46674818,-0.16454586,0.46817666
461,0.554311,-0.46533853,-0.24514875,-0.23109266,1.1648916,-0.294876,0.17643213,0.26906285,0.56226,-0.23767631
462,-0.64518017,1.0370066,0.6182038,-1.4228256,0.11473197,0.4892178,-0.7813238,-0.07802724,-0.5388357,-0.46387017
463,0.69916654,-0.8847789,-0.15189177,1.0723448,0.58229697,-0.07912366,0.447424,1.2901253,0.88668096,-0.75727224
464,-0.16512117,-0.124288745,-0.58240634,-1.2845232,0.6096369,-0.423159,-0.040235043,-0.37711722,-0.25425088,0.40860367
465,0.24290861,-0.05742207,-0.20306861,0.7054501,-0.30349025,-0.22603792,-0.097008646,0.7378247,0.110753655,-0.8189693
466,0.7104486,-0.11904159,-0.46290088,0.7957184,-0.20678303,-0.78366804,0.36596012,0.79525924,-0.22313847,0.1159247
467,-0.09276118,-0.1382468,-0.15867423,1.3867097,-0.45851383,-0.5842314,1.7002171,-1.1147656,0.18708852,0.59591097
468,-0.48400795,0.5712253,0.11897518,-0.2478729,-0.22432843,0.019408882,-0.046925217,-0.48934463,-0.122670844,-0.08791313
469,-0.22516401,-0.37981808,0.548103,-0.13780178,0.5760571,0.046326816,-0.3196177,-0.21731387,-0.15964876,0.429833
470,-0.25473538,0.30277932,-0.37441525,-0.05338821,-0.26031545,-0.35236812,0.33810675,0.11431961,-0.41953683,-0.23114069
471,-1.3074899,1.0855826,0.92573977,-0.93167996,-0.5032338,0.535105,-1.0247866,-0.15961912,-1.6776953,-0.50817114
472,0.923001,0.1271724,-0.8639234,0.5451154,0.48313954,-0.63300383,0.7099031,0.69207615,0.7955261,-1.2737683
473,-1.5325816,1.5164709,1.2822194,-1.1641488,-1.5351981,1.2675573,-1.3774767,0.7043832,-2.205255,-0.9382994
474,-1.1199675,0.41478664,0.8463872,-0.5801967,-0.37720308,0.5764191,-0.62653947,0.8076641,-0.5113444,-0.45000505
475,0.7256276,-1.3015871,-0.807218,0.62599635,1.5712229,0.13889098,1.2145119,-0.030555792,0.41896415,0.25598323
476,-0.8251644,0.8286893,0.23569506,-0.34943247,-0.17634329,0.39881137,-0.2222404,-0.52162385,-0.18918546,-0.37636453
477,-0.35110196,0.4189089,0.5056779,0.7588302,-1.0349028,0.2835845,0.35810238,0.6463239,-0.64608,-0.51704204
478,-0.97098845,0.37558755,0.9008071,-1.4901259,-0.98441803,0.6318288,-0.81009316,1.5963694,-0.60717726,-0.9623907
479,-0.63663054,-0.44004282,0.4791115,-0.30642462,-0.20344111,0.23308566,-0.32039276,1.0606861,-0.43954414,-0.29275677
480,0.19170953,0.18951397,-0.4533246,-0.011397928,-0.46909815,1.0735844,-0.72171557,-0.042726606,-0.71254146,-0.61317337
481,-2.415644,-0.14699721,-2.307601,1.5857122,-2.1151204,2.0663412,-2.4389424,-0.9557247,-2.5299711,-0.8895447
482,1.4826455,0.54778534,-1.0843965,-0.24295789,0.26671618,0.029633328,-1.385367,-0.3988431,0.055041343,-0.87724817
483,-1.1625581,-1.1499544,-0.3150991,0.60331184,-0.9766595,0.63218534,-0.45111504,-1.1227548,-0.7575465,0.18030645
484,1.1667373,-0.034386337,1.2987056,-0.9675469,0.91079503,-0.8168338,1.2517892,0.74101275,-0.11846015,1.2260213
485,1.0085402,1.2013384,0.14985868,0.088774025,0.21078683,1.2698168,-0.77011275,0.7242958,0.12103099,0.6635562
486,-1.3332981,0.5714817,-1.2202764,2.4322703,-1.18945,1.5559185,-2.0518396,-1.2230706,-1.4549899,-1.4424895
487,-1.4285847,-0.8221986,-0.64895034,0.18519521,-1.0491304,1.3364277,-0.6565423,-0.6897686,-1.1973257,0.48038515
488,-0.7408656,-1.37887,1.0241702,0.620172,-0.85976976,-0.057594225,1.7751367,-0.70631796,1.3567202,0.7962903
489,-2.4029257,-3.8794167,-1.7361152,2.0724459,-2.7821765,1.8125547,-1.6973093,-3.2276876,-1.9453053,-1.8714478
490,-3.6722198,-3.1299,-2.6128476,3.235129,-3.3679955,4.34452,-4.117868,-2.183283,-2.955859,-1.8526628
491,-1.3078134,-2.1402843,-1.3731214,0.2366342,-1.9389384,1.0100745,-0.54324627,-1.8974566,-1.3138578,-0.4569683
492,0.9644893,0.0009814501,-0.1161682,-0.9151063,0.0004080832,1.983253,-1.0057932,-0.11324377,-0.7494171,-0.75661206
493,0.5701788,0.57377875,-1.4539837,1.7462542,-1.1514368,0.9438317,-1.7926311,-0.7144896,-1.0664667,-1.9488027
494,0.119617835,-1.4630678,-1.8036819,1.0946431,-1.3655276,2.4852514,-1.7069184,-0.38633326,-1.406944,-2.023848
495,1.2056882,-0.62483704,0.93805313,-1.7390797,1.9002202,-0.17153828,0.19341904,1.1203144,0.014955521,-0.63551104
496,1.088598,0.19769281,1.6938653,-2.1122916,1.5694721,-1.1072948,1.343749,1.4947493,0.4798429,-0.12983721
497,2.0205648,1.6963911,0.6682719,-1.7738323,1.0433999,-0.97689503,-0.6856053,0.50690293,1.055208,0.30636272
498,0.0809948,-0.022723675,0.26431656,0.64638406,-0.09074578,-0.34755886,0.49643725,0.34469432,0.8498449,1.4835837
499,1.5651203,0.67354196,1.6137271,-1.5074687,1.6464672,-0.9753528,0.37646306,1.1142406,0.8028999,0.6341814
500,-0.27032673,0.029708713,1.0287172,-0.06209749,-0.6817202,-1.8980694,1.5602182,1.2079966,2.2654362,0.48464456
501,0.6922703,0.4991004,0.15173662,-0.9732722,0.23425154,-2.0633895,0.38387054,1.3061821,1.7773557,0.36469644
502,0.089334056,-0.19707015,-0.5291796,0.5884686,-0.27727127,1.3903837,-1.3912553,-0.26891068,-0.74746424,-0.85843086
503,0.61918396,1.412735,0.68523574,-0.5008016,-0.0054378808,-0.22166406,0.24941514,0.65350664,0.22642887,1.7262409
504,0.6576013,0.3013025,0.8457937,-0.43821266,0.44912627,-0.70107293,0.6578817,0.6761453,0.028002873,1.1003207
505,-0.68499243,0.36613697,-0.6776959,1.2536392,-0.6519779,0.2631759,-0.51020765,-1.0056148,-1.1391969,-1.1616946
506,-0.15805422,0.25448415,0.24383959,0.21258312,0.3134107,0.04936774,0.23583409,0.35493112,0.16301277,0.4302299
507,1.4650177,0.8447213,1.7503942,-0.81877315,1.357172,-0.31784558,0.14629047,0.9415178,0.44626373,1.1128315
508,-0.1964705,0.82661605,-0.25465855,-0.020146847,-0.18125862,-0.32165682,0.5236602,-0.37160978,0.007878825,-0.25242805
509,-1.4096023,-1.7064285,-1.5497926,1.2832055,-1.5030019,0.487845,-1.3024623,-1.7523,-1.5753522,-1.406953
510,-0.62349117,-0.28560743,-1.0558897,0.3608833,-0.576342,0.1645474,-0.3344266,-0.95763326,-0.77691007,0.3906389
511,0.87573856,0.58220947,1.3433684,-0.6459299,0.9542827,-0.38385677,0.51220834,0.7465475,0.05461225,1.0090227
512,-0.3568945,0.25704747,-0.27967486,0.5093314,-0.50689507,-0.4939906,0.20146514,-1.0151303,0.17813754,0.41468298
513,1.2665036,1.6218216,1.0613054,-1.5966644,1.3018353,-0.16338368,-0.38562903,1.0028877,0.95365006,-0.19566815
514,0.39935267,0.97109973,0.50186646,-0.41550213,0.6421784,0.09169965,-0.15161419,0.40603834,0.4367848,0.5040275
515,-0.46978855,-0.20485494,-0.16298044,0.17349768,-0.05632335,0.52832526,-0.27203336,-0.45802113,-0.5020095,-0.37721342
516,0.7630419,1.148356,0.9077208,-0.41751713,0.98493767,-0.3348142,-0.19110987,0.7616939,0.72088116,0.5160972
517,-0.56400794,0.52905566,0.28701222,0.1927185,-0.23243093,-0.060876638,0.5651131,0.2656601,0.14440742,0.2955259
518,-0.16532804,0.6825321,0.5702647,0.251579,-0.19533351,-0.33671355,0.59475005,0.87909395,0.44220185,0.6425811
519,0.6913438,-0.7662786,-1.009026,-0.16941138,0.37218487,0.10875296,-0.55299914,-0.2230608,-0.026403084,-0.8581741
520,0.03237185,1.1792399,0.13423514,-0.2144774,0.042865068,0.015647799,0.32138276,0.2964427,0.10851997,0.1430047
521,-0.6356085,-0.43680474,-0.27312312,0.28615552,-0.30340517,0.31243902,-0.1870158,-0.76753056,-0.53491616,0.24907437
522,-0.75184256,-0.789348,-0.39556846,0.103824794,-0.48988223,0.52191144,-0.22361675,-0.49642527,-0.6962762,0.5687897
523,0.10743983,0.6258638,-0.8891357,0.5839339,-0.6843563,0.79409754,-0.86169994,-0.46523184,-0.96103346,-0.9934313
524,-1.3600001,-1.4159485,-0.9011506,1.6610405,-1.0671511,0.12341219,-0.290485,-2.0068812,0.024521932,0.39067265
525,-1.7643695,-1.5998244,-0.96828496,0.79873234,-1.5815966,1.3127673,-1.1261569,-1.3097744,-1.4039624,0.2954909
526,1.1328564,0.44418848,1.9021845,-1.2094544,1.0868005,-0.80588394,0.8380302,1.1263337,0.34854192,0.8116894
527,-1.1109362,-0.11872932,-0.11691752,0.5174062,-0.91861945,0.07434375,0.19204764,-0.8604228,-0.25569513,0.42021304
528,-0.52134,0.419774,-0.48207524,-0.47893324,-0.32069618,0.72508436,0.0507261,0.04090467,-0.8747515,0.7518114
529,0.56066287,0.34433833,0.30081353,-1.0667999,0.9833673,-0.9557827,0.280938,0.92280775,1.093852,-0.45414758
530,0.29300284,0.68554,0.61497474,-0.9084835,0.58519673,-0.63941723,0.4008137,0.49856418,0.32954574,-0.04268717
531,-0.30454168,-0.020195663,0.06765331,0.42602164,0.43311334,0.43301946,0.068186656,0.092054516,-0.1303888,0.51935077
532,-0.15658857,-0.32562742,-0.1384362,0.47624713,-0.225056,-0.42417884,0.6561621,-0.5860186,0.70966274,0.68517196
533,-1.5514681,-0.38039377,-1.2716572,1.5482008,-1.4294374,0.17148289,-0.9128721,-1.8791447,-1.3282604,-0.6009314
534,-0.05499205,-0.14337757,0.70454943,-0.7265339,-0.2734539,-0.2635702,1.1200882,0.056248903,-0.4013778,1.0624802
535,0.04666452,0.19746003,0.068100154,-0.3144069,0.25315857,-0.9031467,0.33860174,0.72061104,1.0550246,0.15889019
536,-0.2720311,-0.11045164,0.07061994,0.22352988,0.46896175,0.27491122,0.022239894,0.17045456,0.3980586,-0.6246847
537,0.47728163,0.3020204,0.065940395,-0.53643084,0.8535435,-0.3303067,-0.015767217,0.15292582,0.24598992,0.21901438
538,-0.20705761,-0.30749682,-0.2111868,0.35897034,0.035087764,-0.3293574,0.8498374,-0.08621366,0.721496,0.47464755
539,-0.093456365,0.109369874,-0.1413401,-0.26865363,0.227581,0.21181989,-0.22891623,-0.059197277,-0.054377437,-0.5389414
540,0.43499887,0.41546157,0.19080968,-0.41368356,0.7787553,-0.45966053,0.026422799,0.41647643,0.50594586,0.5154903
541,0.57873154,0.5389939,1.4104378,-0.45117342,0.15537952,-0.87134355,0.66651165,1.2636831,0.6028339,1.08075
542,0.2138014,-0.29747024,0.51144516,0.49994653,0.33015612,-0.120838,0.605554,0.58245397,0.51450586,1.2295792
543,-0.17759651,1.4249799,-0.06746709,-0.24376084,-0.25701803,0.7939832,0.22728465,0.58186984,-0.54451823,0.8371947
544,0.2655483,0.43463388,1.1184659,0.062654346,-0.3487299,-1.0832561,0.7936661,1.0517485,0.90652937,1.5573809
545,-0.38382757,-0.071269274,-0.3291078,-0.26707217,-0.31039846,0.4398138,-0.7652279,-0.59589636,-0.57405376,-1.6973006
546,-1.099359,-0.729843,-0.40153232,0.67039233,-0.5890522,0.3969478,-0.395615,-1.1111023,-0.63385296,0.15745382
547,0.4377812,0.24377154,1.3199992,0.18368524,1.0453708,0.35301226,0.22889185,0.9780423,0.24193582,0.9218749
548,0.05847828,-1.369237,-1.2179314,0.73406047,0.12265815,0.18100712,-0.18947875,0.004121661,0.1359326,-1.3707498
549,0.6999121,0.61607814,0.7219399,-0.55237037,0.5709549,-0.39453977,0.24157754,0.33394712,0.06372109,0.73572135
550,0.78681463,0.59027135,0.88707376,-0.4105857,0.6540706,-0.6855456,0.2200779,0.80565614,0.48182404,0.930675
551,-0.051019795,0.7914739,0.1080718,-0.10413495,0.029877245,0.5789049,-0.21492779,0.042593807,-0.1122714,-0.7377367
552,-0.07242048,0.85121024,0.25406933,0.2524603,0.17448547,0.52239174,-0.042732835,0.39306688,0.100040555,0.47710583
553,-0.9161067,0.14115575,-0.3293551,0.839521,-0.5155334,0.16003822,-0.14696664,-0.99517834,-0.5228276,-0.012959147
554,0.4843284,0.4296088,0.9057677,-0.29982257,0.47441334,-0.923749,0.43771654,1.204031,0.78950375,0.87700796
555,-0.08637768,-0.27434143,-0.29803756,-0.32805774,0.10295117,0.5453064,0.10785188,-0.08847959,-0.47704387,0.5299213
556,-0.2397094,-0.24985442,0.24859086,-0.038285315,-0.25283748,-0.23104341,1.128196,-0.42049408,0.34591782,0.58992875
557,0.21431892,0.6673577,0.1904844,-0.4821419,0.3553903,0.04387504,0.08283028,0.001434952,-0.07845794,0.3962308
558,0.05967149,1.0089971,0.057237,-0.47927836,-0.5003935,-0.5281248,0.72308636,-0.105316564,-0.1891575,0.6709981
559,0.67778766,-1.1884127,-0.73344123,0.15016729,0.58086735,-0.40046257,0.69225085,0.0050345957,0.56104517,-0.031617463
560,0.0037355274,0.7033663,0.43433273,-0.32480597,-0.06215471,-0.16075952,0.44560748,0.35803622,-0.15118544,0.7652854
561,-1.1407578,0.44399416,-0.72040474,0.51951474,-0.6661313,0.77463096,-0.59900117,-0.5746113,-1.2925932,-0.31787357
562,0.47840202,-0.63931036,0.5903598,0.075036734,-0.3446666,-0.20549355,1.4155707,-0.15601403,0.5118453,1.8942599
563,-0.12079695,1.2023269,-0.040332615,-0.35540703,-0.25108683,0.19365059,0.28408366,0.11211246,-0.35647836,-0.26325172
564,-0.5116291,-0.16298082,0.104923755,0.61264086,-0.19824687,-0.06114906,0.5664375,-0.18480442,0.70530593,0.57198334
565,0.17015104,0.04584399,-0.112913996,0.037925363,-0.06090063,-0.983092,0.74873066,0.10762489,0.89323515,0.82918227
566,0.023592591,-0.632604,0.6909629,-0.5832284,1.1764052,-0.2585746,0.5642594,0.98252827,1.225208,-0.94434845
567,-0.033924222,0.06219837,-0.42936674,0.2888493,0.10134593,0.27013317,-0.29110065,-0.07533473,-0.089603305,-0.64355385
568,0.24272193,0.13929202,-0.05746883,-0.8618847,0.07899746,0.044315353,-0.16582108,-0.4679345,-0.71122307,-0.018568084
569,-0.70900905,0.26348257,0.18859619,0.25026053,-0.06516644,-0.004623607,0.50677437,0.01313749,0.37498486,-0.6594007
570,-0.9082164,-0.9224646,-0.7903298,0.56970316,-0.7636985,0.61091083,-1.219367,-1.0628248,-1.2275825,-1.3542603
571,-0.3303668,0.03667286,0.9780209,0.60853684,-0.296216,-0.4342171,0.45722693,0.9206193,1.1287706,1.3114413
572,-1.2411973,-1.1494032,-1.4097698,1.5320425,-1.3661447,0.3622692,-1.2491252,-1.8035786,-1.3771317,-1.6426508
573,-0.6231642,-0.8334365,-0.6376195,0.39624834,-0.7653896,0.23500745,-0.46832088,-1.0715653,-0.7738129,-0.15373005
574,0.514193,0.06304738,1.8335695,-1.2620784,0.48913312,-0.808912,1.4930938,0.94881004,-0.21011522,0.6749568
575,-0.58032954,0.042187124,0.03776437,0.60876244,-0.06472266,0.71150017,-0.28901866,-0.23909259,-0.42061397,-1.0163897
576,-0.012429312,-1.3322003,-0.72877014,0.70841485,0.051232636,-0.030722976,0.36794314,-0.28888696,0.2209113,-0.51791644
577,-1.3555114,-0.25398692,-0.74067354,0.93816215,-1.2932792,-0.12696747,-0.43529066,-1.5658503,-0.65579,0.47484675
578,-0.41390276,-0.6609801,-0.12932378,0.17527956,-0.51946735,-0.04808487,0.3577233,-1.0201299,-0.1536137,0.23180968
579,1.3346171,-0.03673643,1.1438879,-0.9483202,0.994506,-0.5835957,1.0283502,0.38164532,-0.36851153,1.3111119
580,-0.10640159,-0.3945479,-0.16012353,0.3975098,0.478028,0.03983818,0.45342708,0.37769824,0.5979677,0.05681856
581,-0.17508715,-0.17500865,0.20378111,0.3702994,0.31917667,0.033946082,0.49400783,0.43776703,0.509531,0.34901506
582,-0.021815106,0.30251235,-0.35694703,-0.6259421,-0.8472436,-0.27441108,0.6084353,-0.48939717,-0.70857584,1.2395266
583,0.4175995,-0.24838677,0.5351592,-0.51023734,0.9710634,-0.89075035,0.6133086,1.1590514,1.0098629,0.31504637
584,0.042073667,-0.13149592,-0.42344204,-0.4841743,-0.046873927,0.26826552,-0.6439018,-0.18814994,-0.26371726,-1.3829511
585,0.17416044,0.10071896,-0.35008064,0.099398226,0.18571782,0.9079661,-0.18767908,0.1964305,-0.40622365,0.5832015
586,0.100124076,-0.21628585,-0.3440399,0.07663518,-0.3420105,1.433801,-0.91438365,-0.07556769,-0.81274444,-0.8547282
587,-0.60031396,-0.5051023,0.4402348,0.32199305,0.43502033,0.23275894,0.24849853,0.23922479,0.5045972,-1.0187455
588,-0.0850179,0.1756161,0.4238383,0.027893275,-0.1464214,-0.9654538,0.925457,0.6550718,1.023871,0.71794116
589,0.4813751,0.4581027,-0.110758424,-0.6169424,0.2292592,0.5715531,-0.41896406,-0.25210235,-0.6348736,-0.098971285
590,0.2347305,0.42388582,0.6222374,-0.21491796,-0.03479868,-0.58465666,0.7309896,0.59872895,0.23178717,0.9329339
591,0.17250441,-0.25685135,-0.15526399,0.21251607,0.76351684,0.012730569,0.22850445,0.3141358,0.21734685,0.4432372
592,0.13096811,0.041397035,-0.032661855,-0.13506219,0.332206,-0.22922803,0.38575345,-0.09329277,0.08245003,0.57193685
593,-0.31522968,1.0497004,-0.107767284,-0.69516003,-0.36250162,0.14071536,0.30918884,0.21475065,-0.60101557,0.47815052
594,0.17551605,-0.793229,-0.5895245,-0.14278078,0.0070677996,0.97469133,-0.4773592,-0.12427601,-0.59411705,-0.73616445
595,0.23664431,0.5919798,-0.04210055,-0.61235464,0.36034638,-0.24472965,-0.28480145,-0.02712664,-0.22170216,-0.23440091
596,0.16109483,0.26734158,-0.21086982,-0.09730029,0.25577918,-0.17496307,0.17323849,-0.28613764,-0.16702574,0.63323796
597,-0.41373885,-0.21518698,0.18449844,-0.24684304,0.24374542,0.07764253,0.007365048,-0.2674659,-0.055307776,-0.66216886
598,0.51949364,0.2477225,0.32407334,-0.31648546,0.9515158,-0.43002737,0.1660335,0.6575741,0.5015836,0.53714144
599,-0.33040982,-0.070071995,0.40738958,0.027942628,-0.26674938,-0.23522533,0.95733297,0.035208434,0.36139345,0.52613354
600,0.32768422,1.0896196,-0.7040392,0.24616498,0.18629828,1.3592863,-1.5930164,1.3925991,-1.3440051,1.8757964
601,0.42285758,0.8605698,0.19525878,0.21198773,-0.9822461,-0.9762077,-0.45284313,-0.9816892,1.4757048,-1.6409373
602,-0.2859656,1.2246823,-0.24458696,-1.5510223,1.1124123,-0.073783174,-0.30438852,1.4377853,-0.8009282,0.30380514
603,-0.34894347,-0.021584004,-1.0478162,-0.7872734,0.99815667,0.4951877,-0.18506563,0.8198197,-0.49597317,0.22110611
604,0.7498054,0.7092406,0.6794266,1.0125034,-0.39994973,-0.715955,1.3209863,-1.3729224,1.1541524,0.0798198
605,-0.46162587,-0.13280779,-0.29152906,-0.42432418,0.19303024,0.0122888535,0.095398575,0.12072778,-0.030750453,0.57852817
606,-1.1712904,0.774663,-1.2485602,-1.1776004,0.7574626,0.50511754,-1.0539637,1.1979256,-0.38480186,0.2566756
607,0.14138326,0.5371445,0.51566815,0.5410053,0.14445537,0.363986,0.7504871,0.06808725,-0.2425397,1.0119228
608,1.4222909,-1.1709938,0.8579168,2.744307,-0.91173416,-1.4446292,1.4230188,-1.5670283,1.4120846,-1.456859
609,1.1549302,-0.18474448,0.59882146,-0.16131812,-0.32383734,-0.5324664,0.989209,-0.14432338,0.3421683,-0.63136625
610,-0.74455804,0.52405256,-1.0519822,-0.9565202,1.2163941,0.9009907,-0.7997161,1.1392175,-0.3200426,0.053944275
611,1.0851841,-0.12835713,0.5982403,-0.17209327,-0.4329499,-0.0916269,0.8767705,0.084628545,-0.33819717,0.5731857
612,-1.5555218,1.698798,-0.6699278,-0.21546605,-0.029006705,0.9320873,-1.4745413,1.862309,-0.5170104,0.26987118
613,-0.61587524,0.93249494,-0.16222227,-0.7091589,0.30330336,0.2035597,-0.33538252,0.9063597,-0.06467497,0.46494177
614,0.05761534,-0.19043088,0.2519123,0.11970931,-0.19735251,-0.061639875,0.37376586,-0.4423032,0.7565839,-0.35835323
615,-1.1397104,1.4359007,-0.4201399,-0.23236299,0.5516625,0.5497224,-1.120945,1.4230435,-0.47163206,0.91260767
616,-0.3801769,-0.10415867,0.13426656,-0.08175188,0.31809455,-0.47763002,0.3624377,0.042505287,-0.14094561,0.8992704
617,-0.45867735,0.49176913,-0.07953977,-0.5532175,0.809507,-0.4617709,-0.26295382,0.16376418,-0.62712413,1.1851058
618,0.47553068,-0.022727236,-0.042474218,0.3809315,-1.2126567,0.6186338,-0.02419269,-0.38629904,-0.21919954,-0.96184456
619,-0.6458472,1.1075671,0.37428546,-0.27140474,0.22909838,-0.010228083,0.2828375,0.45041302,-0.07624644,0.4146672
620,0.14212513,-0.9422182,0.45550907,0.19556588,-0.1688253,-0.6745272,0.8915137,0.123847574,0.4694857,-0.40735653
621,0.13126785,-1.0750324,0.48001945,0.14957207,-0.19526783,-0.99295384,0.77800316,0.28059724,0.35585365,-0.6111051
622,0.6644799,1.2473443,0.10527113,0.027237475,-0.7078582,-0.5932425,0.53339225,-1.1461518,1.6207063,-0.70259225
623,1.8355716,-1.8517787,1.205067,0.3021506,-0.73881793,-1.9209275,0.69276357,0.010576971,0.40942925,-0.18475565
624,1.3260369,-1.418144,1.4719507,0.8267335,-0.12881532,-2.2352347,0.9903089,-0.42453334,1.7062292,-0.84762466
625,-0.96095806,0.5107544,-1.9665464,-0.72218627,1.849239,1.1431551,-1.5132563,1.3554425,-0.97518533,0.43355247
