,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
207,0.69251186,-0.51975363,-0.7529426,-0.689883,0.62598324,0.25535214,-0.5107063,0.38584375,0.5855957,-0.90267074
208,-0.34870526,0.24236481,0.13690343,1.0627463,-0.74696356,-0.64426994,0.6255835,-0.95900786,-1.2692852,0.7374324
209,0.08870958,-0.12859593,-0.4240172,0.0024368763,-0.028122291,0.24145457,-0.7057633,0.040564522,0.26462764,-0.17522381
210,1.3469737,-0.58698624,0.19050997,-1.0068926,0.88317895,0.5695791,-1.2375278,0.24137616,1.3205019,-1.068731
211,0.1837749,-0.528935,-0.26274207,0.3060862,-0.31759316,0.11715111,0.27113482,0.45582783,-0.5494704,-0.64389604
212,-2.0988994,0.2624765,-0.16620743,1.3315072,-1.0547305,-1.7846649,1.7508234,-1.7548441,-1.4869218,1.563319
213,-0.4315234,0.78000265,-0.8255327,0.29330274,-0.48081553,-0.3479555,0.8645443,-0.48329175,-0.8596429,-0.05039704
214,1.1829466,-0.37247527,-0.15762183,-0.93549156,1.0196773,0.38536534,-1.0358,0.019213088,1.1212626,-1.1603483
215,-0.12072432,-0.30204242,-0.9999494,0.12073158,-0.5599294,-0.052574903,0.62021196,0.2534814,-0.9206115,-0.119898394
216,1.5952536,-0.6506844,1.4431112,-0.958042,0.6080238,0.7710366,-0.9620819,0.48084354,0.9373361,-1.0954479
217,0.90730894,-0.3073863,-0.017068177,-0.50074,-0.08413787,0.45780236,-0.63823044,-0.29523203,0.32352465,-0.6760845
218,-0.45346028,0.4557495,0.26286238,0.4916014,-0.222428,-0.3748645,-0.12618056,-0.41493034,-0.34464082,0.197359
219,1.0913813,-0.98026043,0.69403374,-0.28030503,0.20888783,0.7071752,-1.003832,0.19948241,1.0193903,-1.0074413
220,0.17919473,-0.099820346,-0.48296082,0.49902242,-0.056804553,0.19311437,-0.4694105,0.13924068,-0.14302897,-0.13341208
221,0.4873141,-0.36590183,-0.66653836,0.11366956,-0.05526744,0.45696494,-0.7314197,0.40986112,0.31660306,-0.4871894
222,-0.51176214,0.2928568,0.9260481,-0.7199331,0.056718633,-0.85553145,0.12813053,-0.06565332,-0.59924847,0.087976374
223,0.7616459,-0.19699752,0.109925985,0.096869186,-0.13760197,0.3003043,-0.26239496,-0.14739361,-0.06663102,-0.97731817
224,-0.708864,0.67328316,-0.6321169,0.48532537,-0.08046405,-0.06145832,0.33346662,-0.6429822,-0.25814638,0.17065121
225,-0.6928102,1.095491,-0.78714097,0.52920485,-0.17697375,-0.15910164,0.45533726,-0.7422843,-0.15059431,0.16750035
226,0.1772372,0.4463737,0.6488155,0.44064355,-0.87162524,-0.6354414,0.44691488,-1.0913944,-1.1683656,0.37041235
227,-1.3494203,0.8492937,-1.2283962,0.5939198,-0.97989094,0.13721189,1.5242492,-0.43989444,-0.85711646,1.2359312
228,-1.1006008,1.9035231,-0.8276069,1.6092399,-0.88778895,-0.837253,1.786892,-1.3920839,-0.7649318,1.188445
229,1.1077783,-0.9519571,-0.068363495,-1.1143556,1.6513649,0.8002503,-1.1182281,0.6818266,1.5783916,-1.0879841
230,-0.37143314,0.31531787,-0.91568244,0.81295943,-0.20533459,0.04128903,0.44502595,-0.25400406,-0.58844745,0.023305267
231,0.3986907,0.9288216,-0.5940982,0.25495642,-0.017900333,-0.2558199,-0.220596,-0.49440208,-0.061858416,-0.32489496
232,0.14008917,-1.3563063,1.1115406,-0.5563705,0.38603127,0.7544208,-0.4684461,1.2226039,0.9304545,-0.60875267
233,0.4656006,-0.5332436,0.452972,-0.11805713,0.61805654,0.51913625,-0.43808654,0.092173345,0.45306355,-0.9640107
234,0.036513567,0.24912326,-0.42460316,0.37277353,0.015653491,0.13516554,-0.57683414,-0.092609525,0.059328258,-0.058482975
235,-0.47261316,-0.20187466,-1.227932,-0.13578752,-0.19783771,0.27303517,0.22824869,0.67992747,0.019971162,-0.13748623
236,-0.78445375,0.4577883,-0.8646556,1.3097577,-1.0568775,-0.8852278,1.7287148,-1.2255698,-1.6946923,1.1285311
237,0.26269287,-0.21565041,-1.4153333,0.038925573,1.0122185,0.021903157,-0.27211055,0.046118677,0.3354705,-0.8254654
238,0.025595129,-0.71683866,-0.14872155,-0.427855,-0.009584218,0.71103525,-0.49690282,0.7898824,0.48718923,-0.17817302
239,-0.33346158,-0.3265341,0.49636322,0.30933708,-0.13141285,0.012425512,-0.6950662,-0.004174292,0.06533614,0.22060886
240,0.42837206,0.085998,-0.06987156,-0.2962156,0.5063113,-0.33098298,0.048550166,0.22091302,0.20060618,-0.14353001
241,-0.3489368,0.6044565,-0.06876646,-0.5578274,-0.015383124,-0.3102644,-0.39710343,-0.89588153,0.8706147,-0.6490338
242,-0.31252638,0.27685055,0.6111688,-0.27841273,0.09332605,0.14559345,0.5179881,-0.04274434,-0.12093668,-0.14776689
243,0.32900706,-0.06335724,0.03310898,-0.7400471,-0.12020755,-0.30155057,0.81500435,0.26590854,0.107973054,-0.050688654
244,0.580135,0.07894373,-0.39041913,-0.43935612,-0.16524307,-0.55302995,0.3556856,0.268492,0.11010568,-0.28279573
245,0.29386458,-0.428883,-0.06258057,-0.941442,-0.6500159,-1.0500848,1.0978924,0.8076684,-0.12903352,0.519034
246,0.24975547,-0.21567342,-0.1458581,-0.61171186,-0.5052452,-0.70117486,0.6513064,0.5597173,0.47540426,0.545347
247,0.035288304,0.45193785,0.15027028,-0.1858125,0.37240595,0.31293833,-0.037267845,-0.2282561,0.11150621,-0.18760836
248,0.19105095,-0.3699219,0.5027609,-0.31578588,-0.018988475,-0.2507462,1.1584833,0.768159,-0.649093,0.12683252
249,-0.41159704,0.17043045,-0.6590102,0.32917643,0.37703604,0.28958127,-1.0659506,-0.28974283,0.049918845,-0.7179395
250,-0.97880673,0.54252195,-0.23077928,0.6348749,0.2917961,0.36971205,-0.90163165,-0.98476005,0.37267387,-0.6065624
251,0.4777334,-0.23513076,0.58175176,-0.4556362,0.7162509,-0.03046295,0.9117578,0.37551367,0.14015128,0.07381244
252,0.53068304,-0.15548214,-0.22017394,-1.0640774,-0.3615771,-0.6504251,0.9795206,0.31676006,0.4834032,0.19220963
253,0.10659355,-0.34359127,0.25318056,-0.7248646,-0.3198086,-0.4556477,1.1419327,1.1609892,-0.15210757,0.44568303
254,0.21815783,0.21561454,-0.037573367,-0.34597754,-0.13182467,-0.35537225,0.25371063,-0.0062868,0.112527505,-0.38924852
255,0.5712757,-0.44620183,0.45929122,-0.9209352,-0.013557285,-0.5249637,1.488907,0.80361545,-0.5259043,0.5294069
256,-0.773903,0.42827815,-0.43857592,0.66587484,0.7917267,0.8976408,-1.1846657,-0.5520989,-0.054876447,-0.6296072
257,0.47040018,-0.31329128,0.2862268,-0.87542176,-0.24662681,-0.41288358,1.320007,0.78045744,0.08492033,0.5671742
258,0.008306563,-0.0483941,0.08530889,-0.9630056,-0.6587272,-0.5119285,1.2804742,0.41512358,0.43859196,0.25892064
259,0.8809527,-0.9564683,1.0114715,-0.49206448,-1.0806758,-1.0712863,0.8293861,0.5558479,-1.1200659,1.0792317
260,0.09456593,0.12167342,0.2779774,0.09224689,-0.40782514,-0.012634039,-0.26543096,-0.2374633,0.62210184,0.08663358
261,0.9882035,-0.08242208,-0.55582917,-0.61392033,0.19668598,-0.9310199,0.40127245,0.43480703,-0.42639464,-0.24794155
262,0.40235838,-0.2014291,0.3092637,-0.61408687,-0.84530234,-0.50865835,0.6430772,0.5557444,-0.8269209,0.23671108
263,-1.2581499,0.7213497,-0.93959445,0.8032074,0.5118475,0.68149674,-1.4822707,-1.195747,0.2107264,-1.3115846
264,0.4015918,0.14185323,0.17624569,-0.21513017,-0.2890457,-0.1296553,-0.21549606,-0.45022523,1.1784571,0.17109403
265,-0.656482,0.05278383,0.36096856,0.40177286,-0.15888332,-0.2437585,-0.21566206,-0.129929,0.21162288,0.09505552
266,0.6836847,-0.51391345,0.46406025,-0.37646803,-0.42844117,-0.18301344,0.060806114,0.400938,0.5941753,0.7093538
267,0.12104982,0.005567792,0.3421519,-0.10395919,-0.021025911,-0.10369688,0.09689259,0.095635235,0.5677044,0.16407633
268,1.328502,-0.6393624,0.7193011,-0.41286603,-0.97491556,-0.17072064,-0.1502744,0.62371945,-0.2726243,0.98343587
269,0.41416588,-0.5241027,0.72076565,-0.3494441,-1.4647489,-0.44675052,0.530439,0.026637435,-0.08814173,0.8474308
270,0.3030968,-0.48390692,0.31396824,-0.7919463,-1.1176069,-0.611834,0.7508925,0.5904147,0.9401825,0.92217577
271,0.53468573,-0.13194174,0.013728276,-0.05230683,-0.614835,-0.30888957,-0.38187018,0.55883235,0.4241855,0.34338015
272,0.55548656,0.25462428,-0.024209216,-0.15824617,-0.30668914,0.2843944,-0.44162613,0.12755352,-0.12846982,-0.40139306
273,0.84983397,-0.59432,0.38162702,-0.32679006,-0.2685513,0.22814474,-0.29309934,0.59119016,-1.0220891,0.19616285
274,0.5172105,-0.50482744,0.32077736,-0.53469324,-0.6953285,-0.63529134,0.3461179,0.8437953,0.18010844,0.8199035
275,0.23091084,-0.27716646,-0.038250238,-0.6138592,-0.8571698,-0.80388415,0.6351707,0.81471974,0.21059223,0.64813733
276,-0.28083047,0.70621616,-0.11862089,0.13327628,0.58260834,-0.027874261,1.3797524,0.07643646,-1.3015006,-0.80607784
277,-0.5922284,1.2083914,0.13435234,0.7871438,0.43649024,0.41378918,1.037479,-0.21198153,-1.2591838,-0.6314179
278,0.08746642,0.30333984,0.26904982,-0.36957803,0.41989297,-0.031660765,-0.3391645,-1.1653886,1.8407058,-0.050622225
279,0.7012615,-0.6255253,0.65076685,-0.8828616,-0.6511533,-0.80326986,0.971653,0.6537084,-0.5243509,0.85732555
280,1.0493331,-0.8368113,1.2540551,-0.4755397,-1.611327,-0.7629967,0.7445405,0.39251453,-1.1276425,1.1176941
281,-0.5875351,0.20449752,-0.8326497,0.52333117,0.31729114,1.515409,-1.2834002,-0.86347735,-0.5213525,-1.223078
282,-0.4360312,0.21189354,-0.24756472,0.71520114,0.28287536,0.7971097,0.013155452,0.4118095,-0.97545433,-0.57882386
283,-1.9320492,1.0117977,-2.6945965,3.018391,1.154695,2.0214667,-1.7198792,-1.1541853,-1.8765986,-2.1679304
284,-0.4102355,0.65087855,-0.0044347495,0.5389133,-0.31726977,-0.0865573,1.045557,0.22140738,-1.6623919,-0.42286992
285,-0.9673135,0.6208783,-0.1842543,1.051373,1.0126642,0.9139529,-0.8893655,-0.9926884,0.60397196,-0.49033123
286,0.77610576,-1.3714974,1.4987937,-0.593973,-0.37951648,-0.35423976,0.5181294,0.4394707,0.73970824,1.0703837
287,0.55784607,-1.1493471,0.17575753,0.094977826,-0.42371488,-0.07471511,-0.7454127,0.6275378,-1.6654907,-0.053486362
288,-1.2474039,1.2393064,-1.9675696,1.7212002,0.47681552,0.9439282,-1.2141948,-1.1443607,-1.0443208,-1.9983816
289,-1.0242873,0.23230319,-0.4860596,1.0325384,1.3373364,1.8755463,-1.1561035,-0.70115614,-0.13295613,-0.8587966
290,0.8530097,-0.027063917,0.20041025,-0.38650033,0.09662525,-0.12958765,-0.61662555,-0.7741238,2.1875136,0.12226644
291,-2.6449714,3.3194692,-2.3951533,2.023933,3.6480453,1.9620405,-1.1336048,-3.240272,-0.27762678,-1.6790209
292,-2.2994418,2.3147662,-4.692711,4.1151266,3.7385,4.422729,-2.6428523,-3.315773,-2.2217462,-3.0907893
293,-1.7941425,1.4304217,-0.37638968,0.8243718,2.0545092,1.6991758,-0.60568494,-2.0685558,0.112148896,-0.6082978
294,0.113272935,-0.4856022,0.033510074,0.8414328,1.0105803,0.55890816,0.47719052,0.35729665,-1.6039499,-0.24859685
295,-0.95954967,1.150577,-1.8402519,1.5508494,0.24710472,0.27021196,0.06408781,-0.54434013,-2.1540394,-1.5428913
296,-1.0405045,1.5457813,-1.8632674,1.5824295,1.7329838,1.1144423,0.6719812,-1.3281728,-3.0973492,-1.5726913
297,1.0064692,-1.0545961,0.7275988,-1.1014354,0.9833092,-0.7177167,1.5949187,0.6698797,-0.30585235,0.21240973
298,0.3317426,-1.9100746,1.5155197,-0.66920114,0.049580052,-0.5537003,1.8960071,1.2876351,0.8131281,1.2446219
299,0.1858029,-1.324946,1.0880878,-0.1334741,-1.4294026,-1.464988,1.6088562,1.0751488,-0.91942674,1.3739204
300,1.1146251,0.123481795,0.17456014,-0.25879437,-0.67859054,0.18829896,-0.85897756,-0.08536136,0.7832632,0.6332629
301,1.2317282,-1.3961915,1.3036256,-0.95484996,-0.697391,-0.9670695,1.0285892,1.0998499,-0.13505659,1.3065858
302,0.8737309,-0.2594376,-0.12333794,-1.0876178,-0.90584487,-1.171126,0.52937436,0.36912698,2.5499678,1.349101
303,0.63016105,-0.5540215,0.06954892,-1.2488132,-1.5824704,-1.4351134,1.3938981,0.68492544,0.9095672,1.1698451
304,-0.40837467,0.71605766,-0.7345113,1.0800427,0.5772319,1.0151525,0.05558245,0.053290248,-1.4822987,-0.9168513
305,1.0018616,-1.2551017,1.0763102,-0.46842867,-0.922548,-0.298464,-0.32709792,0.4982821,-0.3011592,0.7845024
306,0.84440684,-0.77753067,0.85488737,-0.277614,-0.57800895,-0.15514517,0.111331746,0.47061577,0.44345087,0.7794117
307,-1.1505971,1.0956227,-0.99146503,1.1421121,0.31503648,0.052267164,-0.74089557,-0.30165726,-0.5259676,-1.0048351
308,0.5367961,-0.14659424,0.09099696,-0.10405727,-0.15711002,-0.08082116,-0.38915315,0.31037456,0.35568553,0.16103503
309,1.1960545,-1.581017,1.1374187,-0.91564035,-0.45051825,-0.8582705,0.18434128,0.94443595,-0.44482964,1.061535
310,-0.82192755,0.06706567,-0.05999334,0.21344787,-0.46117753,-0.744902,-0.14949661,0.14987838,0.46182102,0.029531017
311,-1.8560532,2.0613043,-1.1818594,1.1116391,1.7884321,1.0128832,-0.88431114,-1.6478077,-0.6372244,-1.2097818
312,-0.69232035,0.60980415,0.24670607,0.22271883,-0.19907627,1.0839413,-0.5854212,-1.1379421,-0.21453416,-0.5590351
313,0.9729909,-1.4756463,1.1158222,-0.5847867,-0.5758178,-0.47036207,0.0026340839,0.6851936,-0.05141467,1.0126063
314,-0.41685584,0.3583074,0.19259441,-0.09464535,-0.80810905,0.053969234,-0.5073659,-1.0892967,0.3770805,-0.5356106
315,0.8808036,-1.2042618,0.5311037,-0.6824416,-0.45043063,-1.5424689,0.72063774,1.2231271,-1.1835859,1.2486056
316,0.43157187,-0.5234171,0.28143537,-0.3257254,-0.6682539,-0.35317653,-0.112665705,0.7620359,-0.38362584,0.46294853
317,-0.38721913,0.5165346,-0.10857485,0.38670862,0.55474293,0.46043795,-0.26812643,0.09391111,-0.33601642,-0.49323773
318,0.5413822,-1.0287888,0.39064127,-0.57435125,-0.653401,-1.201769,0.47626573,1.0464702,-0.38089967,1.0413518
319,-0.042336673,-0.14450367,-0.09316294,0.3325035,-0.20151065,-0.40307677,-0.78182817,0.42620397,0.5766377,0.20276758
320,0.55884874,-0.34856007,0.022903323,-0.022654206,-0.4851641,-0.49114615,-0.67086977,0.6659977,0.43774253,0.56629205
321,-0.32217818,0.8426536,0.037415177,-0.1582925,0.49805808,0.3724305,0.9172977,-0.04229498,-0.79660034,-0.54050136
322,-0.17405596,-0.5041923,-0.11309339,-0.058065355,-0.5602333,-0.1613875,-0.37788895,0.8647887,-0.21963426,0.32710412
323,-0.6899396,0.3044644,0.14530757,0.5541179,0.38202423,0.56905735,-0.61625963,-0.58055747,0.22034003,-0.20785294
324,-0.53870213,0.25049356,0.27498746,0.46989524,0.47742617,1.0648572,-0.68653244,-0.7089485,0.16751476,-0.35054582
325,-0.7386509,0.5512609,-0.73184687,1.0431163,-0.05865988,0.7725624,-0.19790062,0.046474755,-1.0886029,-0.8618643
326,-0.4184819,0.68407017,-0.84507936,0.27507824,0.23909362,0.47301364,-1.1477674,-1.913545,0.9620711,-1.2242637
327,-1.3149023,0.92772096,-0.58582246,1.1092893,1.1378424,1.8012191,-1.4288332,-1.4632367,0.20789985,-1.0638382
328,1.4444712,-1.9557221,1.6341541,-1.1085253,-0.2920332,-0.77075064,0.6519443,0.9498001,0.3705712,1.4810607
329,-0.9408784,0.17617108,0.009672925,0.74869645,-0.15043472,0.21065249,-1.1519487,-0.97051704,0.66966325,-0.25712317
330,-0.22793631,-0.5777582,0.38238066,0.194413,-0.045543566,1.095134,-0.6265069,-0.062365353,-0.22227338,-0.17394534
331,0.31538233,-0.48965415,0.19620629,-1.2501068,-0.71580607,-1.0178922,1.5853684,0.8578504,0.2419662,0.58599544
332,0.17683676,-0.7207293,0.42315286,-0.3361564,-0.33936942,-0.396824,0.48213887,1.116145,0.07198404,0.71118975
333,0.07024711,-0.22595407,0.079552464,-0.0076108277,0.47637552,0.14858706,-0.6792971,0.121274054,0.12637235,0.0058142543
334,0.46093246,0.38721383,0.16889584,-0.26259756,-0.72075063,0.13639781,-0.382378,-0.6098801,0.88825613,-0.11670588
335,-1.7055329,0.90555847,-1.2162137,0.7367048,0.5733171,0.37036383,-1.4467496,-1.6173724,-0.18210043,-1.2042947
336,0.119463,-1.0570246,1.0140575,0.071439385,-0.1426728,0.2519895,-0.19972199,0.04814434,1.0784625,0.6863631
337,0.60682726,-0.058115017,-0.10265218,-0.5291345,-0.64207065,-0.47039467,0.308963,0.40174943,0.62242293,0.4089826
338,0.39207825,0.12445089,-0.25292057,-0.32124898,0.41437697,-0.37196648,0.16729558,0.32224867,0.0380439,-0.25485966
339,0.19217086,-0.14780754,0.430862,-0.3121636,-0.3045609,0.028685182,0.6702507,0.56613576,-0.0377672,0.3294018
340,0.46204647,0.16936478,0.13808477,-0.33844155,-0.28670645,0.023841143,-0.09831452,-0.52598953,1.0488039,0.1008233
341,-0.12992796,0.2874071,0.1143353,0.12870681,0.33852226,-0.115986824,0.25189707,0.3701494,-0.42203152,-0.2544529
342,0.5301565,-0.29904515,0.35646433,-0.54909474,-0.572983,-0.28210527,0.3607412,0.5336963,0.1871353,0.53285897
343,1.0999061,-0.7774006,0.52575713,-0.41809914,-1.0097519,-0.7988746,-0.18805426,0.8628448,0.61591107,1.2612091
344,1.3964539,-0.017782649,0.15393704,-0.353025,-0.025380492,-0.06176105,-0.7680755,0.18017218,0.7392341,0.72181547
345,-0.30578128,-1.4068414,0.04699088,0.18155533,-0.630345,0.18688539,-1.2387223,0.26621842,-0.39184058,0.25442237
346,1.1925001,-0.12963048,0.3991862,-0.22906369,-1.4714606,-0.47974908,-0.21893248,0.18775484,1.4798869,1.2400028
347,-1.1441892,0.9006435,-0.37180203,1.3545879,1.0063616,-0.3964498,0.27176952,0.49132064,-0.64848137,-0.5185075
348,-0.76407075,0.69114554,-0.41218722,0.59916145,0.76896423,0.86782646,-1.0617753,-0.88842213,0.29644346,-0.7285776
349,1.157624,-0.87447405,0.4177975,-0.5980915,0.2106386,-0.3195693,-0.37962642,0.6722782,-0.107678875,0.5383233
350,0.08199343,0.95623845,-1.0106398,-0.5911627,1.2229848,0.030955493,0.7124003,-0.53121424,-0.13063397,-0.78052926
351,0.47080502,-0.9530224,0.68135315,-0.32775655,-0.21834016,-0.14983433,-0.015001766,0.7088883,-0.01921092,0.49934837
352,0.87777305,-0.7813706,0.6931352,-0.49824145,-0.44144958,-0.50614,0.10403548,0.6899436,0.23425959,0.89105296
353,-0.40474606,-0.13780616,-0.32575214,0.47771293,0.21766241,-0.38994676,-0.19638848,0.940769,-0.5338517,-0.11012615
354,0.08601314,-0.5000282,-0.14891987,-0.04537067,-0.26072598,-0.052941263,-0.6889313,0.72781897,-0.18350059,0.14598191
355,-0.9203093,0.48195252,-0.44131738,0.47479707,0.010158852,0.21492504,-1.1319638,-0.8216648,0.16536449,-0.82295394
356,1.0951393,-0.63860583,0.43379736,-0.5221127,-0.68066394,-0.727584,-0.016790949,0.7486898,0.5473891,1.031787
357,0.04190296,-0.14846064,0.51547766,0.21551287,0.11097236,0.82834476,-0.06777988,-0.12521029,0.03795001,-0.090012714
358,0.40830615,-0.045864515,0.29059547,-0.24473305,-0.16473506,-0.04750836,-0.33212692,-0.31850058,1.0454202,0.09135711
359,0.17008814,-0.6025581,0.48865682,-0.121973485,-0.38302568,0.13925548,0.10812496,0.5414279,-0.15259132,0.29202563
360,0.0413294,0.10130836,-0.40476403,0.600989,-0.3613704,-0.32401386,0.8426653,-1.0744506,0.5653482,0.3048017
361,0.41400033,-0.46046937,-0.3145124,0.21103135,-0.119386405,-0.5589477,0.08155215,-0.5797941,0.40710557,0.5749006
362,-0.9745325,0.7510314,0.5922768,-1.4362133,-0.88675594,0.93013334,-0.5903898,0.9211204,-0.65748596,-1.2392293
363,0.013503879,-0.3173706,-0.3171842,0.47901243,-0.14566913,-0.47738087,0.120755315,1.0027097,-0.10042086,-0.30459675
364,-0.2736978,-0.29353434,0.07086134,-0.43156168,0.095575124,-0.27869436,0.043116212,0.3855328,-0.22766759,-0.09310242
365,0.56887245,-0.48197052,-0.62995553,0.59531784,0.7858814,-0.3432274,0.38786352,0.30171597,0.41020107,0.21136744
366,-0.17961553,-0.43804678,-0.15893614,0.23816043,0.27142596,-0.28413823,0.3503304,0.4145284,-0.16658534,-0.08451859
367,0.9683922,-0.35283417,-0.84884834,0.5660493,0.8282478,-0.6274022,0.07733926,-0.094270036,1.1528548,0.40869308
368,1.0319179,-0.6083355,-0.26452625,0.26911455,0.25894424,-0.8156692,0.052123964,0.5379947,0.635916,1.3797346
369,1.0720015,-0.359703,-0.918172,0.73422056,0.45514992,-0.8786726,0.8157705,0.47216022,0.30769545,0.68340904
370,0.38753325,0.14414358,-0.45566118,0.10988286,0.34700692,-0.7220998,0.35639322,0.1715821,0.2945902,-0.098220244
371,0.3288651,0.13685599,0.21833655,-0.11823584,-0.105852455,-0.20947713,-0.30976108,-0.0926215,0.42348576,-0.45447493
372,0.30128366,-0.14199397,-0.29314926,0.43164003,0.6734546,-0.01475662,-0.35503325,-1.0347594,1.1614658,0.14202304
373,0.6232748,-0.22343174,-0.9334736,0.33060962,0.5692854,-0.8068799,0.5796297,-0.2333064,0.43163502,0.68408465
374,0.39254254,-0.31686607,-0.9198148,0.30400828,0.057453126,-0.92025256,0.80247366,-0.2853409,0.11843553,0.9545284
375,-0.1340962,-0.08063938,0.8796747,-0.042677674,-0.77707946,0.2405369,-0.5193207,-1.563315,-1.4097188,0.55082065
376,-0.30139482,0.089874715,1.6463771,-0.1702622,-0.6119157,0.4310238,-0.7750172,-0.9988436,-1.3520191,0.6752611
377,-0.67449796,-0.93637866,-0.21018407,0.5872234,-0.17295787,0.12437281,0.12811518,1.8688164,0.02493654,-0.69406044
378,1.0356915,-0.8924388,-0.6148959,0.99234384,0.06551334,-0.77128583,0.4498908,-0.8689435,0.9805324,1.5618705
379,1.3060097,-0.8965664,-0.9177874,0.16908482,0.41420072,-0.6712036,-0.50568247,-0.8060334,1.3416737,1.5071568
380,-0.34838864,0.96098053,1.1212416,-1.2376988,-0.65764403,1.2963852,-0.82383096,0.02819191,-0.12791921,-1.5189523
381,-0.6755179,0.6897813,0.42613667,-0.686215,0.07491985,0.33685955,-1.1176975,-0.76207435,0.024230486,0.18214284
382,-0.9589657,2.7127068,1.5651064,-2.6845505,-1.5261741,2.2348654,-2.3208957,-0.22270869,-1.1181062,-1.8261148
383,0.05812998,-0.29577655,0.45944142,-0.40844783,-0.65113044,-0.06933832,-0.8009335,-1.3779229,-0.41230482,1.073274
384,-1.4079819,0.4328195,1.0121222,-0.7067006,-0.34087548,0.879913,-0.5903029,1.049148,-0.3203833,-0.9235384
385,0.93736976,-1.4862062,-0.85544544,0.7699568,1.5648547,0.1859447,0.9456785,0.20491847,0.59477496,0.602174
386,0.38512957,0.28109932,-0.29190797,-0.78892356,0.82606983,0.13772225,-0.88871825,-1.4118756,1.9205697,0.057306707
387,-0.28789747,2.1394722,0.78661394,-2.1999075,-1.910584,1.2983001,-1.7220763,-0.77364814,-1.0656232,-1.7065008
388,-1.1157137,0.717466,1.423955,-1.1722233,0.27112842,1.4206355,-0.6674584,0.54233354,-0.2839598,-1.1892419
389,-0.25066423,-0.682904,-0.51941895,1.057302,-0.021963954,-0.17489746,0.51858413,1.945095,0.27718508,-1.5239892
390,-3.4193683,2.1926787,2.468948,-0.8191451,-1.9255381,3.4545624,-1.9638064,1.6399662,-3.3653705,-2.0236695
391,-2.6485846,4.417394,2.753879,-2.9111757,-3.3284113,5.049831,-3.0660062,0.33394903,-2.334827,-3.396157
392,-2.1988435,1.0249672,2.0975142,-0.6819126,-1.0840777,1.7832183,-1.2148792,1.737145,-1.0718619,-0.5828837
393,-0.67421526,0.48869836,0.51637757,-0.09478624,0.22570418,0.9499749,-0.8566086,-1.554079,-0.074291505,0.3832459
394,-0.40725285,1.1667689,0.61586696,-1.4393964,-1.9577551,0.53453505,-2.0033379,-1.6704152,-1.2492623,-0.7064361
395,-1.435342,2.1974854,1.8020501,-0.40482247,-1.8653727,1.6594347,-2.4976053,-1.7855371,-1.7659574,-0.35351884
396,-0.10884482,-1.5553716,-0.25254974,1.8968029,0.10946199,0.114415884,1.4241195,-1.713864,0.78568393,1.1065845
397,0.5988641,-1.6911314,-1.2170911,1.3839302,1.1801273,-0.19302616,1.9152473,-0.53993076,0.94965416,1.8059146
398,1.331262,-1.4179506,-1.4799802,-0.32165933,0.36738545,-1.0613174,0.35406274,-1.3564636,0.57970136,2.2572088
399,0.5680743,-0.26444107,-0.2558292,0.59259355,0.34252855,-0.5473522,0.025867611,0.6985314,0.6848991,-0.9698728
400,1.12726,-1.2049108,-1.4101288,1.1814361,0.8306927,-0.30366135,0.95449054,-1.0380905,1.3881323,1.3484088
401,1.3994062,-0.31094015,-1.7004821,1.498419,-0.08568558,-1.2237824,1.9598931,1.6554154,0.032761298,0.042144373
402,1.647366,-0.34997272,-0.8672832,0.7901554,-0.21865341,-1.3615159,1.5872422,0.21161318,0.25798213,1.1243579
403,-0.81123775,0.9442209,0.7660479,-0.6435899,-0.44978276,0.7190318,-1.2946763,-1.1386551,-0.36496603,0.025687858
404,1.2311186,-0.3673092,-0.7367127,-0.08339443,1.180168,-0.45585722,-0.029969811,0.26231247,1.3657104,0.57830244
405,0.9640803,-0.8625762,-0.72420734,0.49024284,1.2984463,-0.1279242,0.35169673,0.34222677,0.66999173,0.16501646
406,-0.6236067,1.1531683,0.41489127,-1.4466512,-0.8526913,-0.044528008,-0.89214504,0.083656296,-1.3714867,-0.5587449
407,0.26872462,0.074825734,-0.1556849,0.28153855,0.519153,-0.26792133,0.2888372,0.019253895,0.28671134,-0.48770493
408,0.84200245,-0.8173651,-1.2992687,0.88301593,1.1853685,-0.16005251,0.65423024,-0.8256123,1.4157621,0.8007565
409,-0.052400544,-0.0045250654,-0.48881048,-0.4427317,-0.17285618,-0.7801908,0.09399235,0.40427756,-0.43713754,0.05430138
410,-1.3262975,1.5505797,2.0873926,-0.7193299,-1.1208385,1.546173,-1.0322638,0.5824938,-1.9595019,-0.5491364
411,-0.02768439,0.14534137,1.1507268,-0.64935684,-0.5462092,0.22125769,-0.7807139,0.74631274,0.02887022,-0.40368977
412,0.99209124,-0.96255046,-1.0283082,0.56346494,1.529498,-0.11483587,0.576053,-0.3249671,1.0310525,0.7150501
413,0.20551859,-0.21262614,0.30229673,-0.40129286,-0.6184367,-0.3512307,-0.5290099,1.1697737,-0.15780471,-0.4210824
414,0.6916597,-0.79494286,-1.5099726,0.4793691,0.5793408,-0.41448468,0.5324363,-1.6496208,1.5667164,1.405041
415,0.45334595,0.025994584,-0.63474333,-0.0084711835,0.56199074,-0.59653693,0.06907776,-0.33490428,0.7606328,0.33276278
